interactionID	basisOfRecord	interactionText	sourceTaxonId	sourceTaxonName	sourceFamilyName	sourceCommonName	sourceSexName	sourceLifeStageName	interactionTypeId	interactionTypeName	isNegated	targetTaxonId	targetTaxonName	targetFamilyName	targetCommonName	targetLifeStageName	higherGeography	enteredBy	notes	containsTaxonTreatment	TreatmentBankIdentifier	referenceDoi	referenceCitation
476	literatureRecord	An Afrotropical species whose adults are usually found on Carnivora (several families), but they have also been collected from Mammalia (several orders). Larvae and the undescribed nymph have been recovered from Macroscelidea: Macroscelididae. There are no records of Rhipicentor nuttalli causing human parasitism.		Rhipicentor nuttalli	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	collected from	FALSE		Mammalia				Afrotropical	Felice Lugos		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF16-FF07-FAAA64DFCC3E	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
477	literatureRecord	An Afrotropical species whose adults are usually found on Carnivora (several families), but they have also been collected from Mammalia (several orders). Larvae and the undescribed nymph have been recovered from Macroscelidea: Macroscelididae. There are no records of Rhipicentor nuttalli causing human parasitism.		Rhipicentor nuttalli	Ixodidae			Larvae and Nymph	http://purl.obolibrary.org/obo/RO_0002454	Recovered from	FALSE		Macroscelidea: Macroscelididae	Macroscelididae			Afrotropical	Felice Lugos		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF16-FF07-FAAA64DFCC3E	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
478	literatureRecord	An Afrotropical species whose adults are usually found on Carnivora (several families), but they have also been collected from Mammalia (several orders). Larvae and the undescribed nymph have been recovered from Macroscelidea: Macroscelididae. There are no records of Rhipicentor nuttalli causing human parasitism.		Rhipicentor nuttalli	Ixodidae				http://purl.obolibrary.org/obo/RO_0002454	parasitism	TRUE		Homo Sapien	Hominidae			Afrotropical	Felice Lugos		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF16-FF07-FAAA64DFCC3E	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
479	literatureRecord	An Afrotropical, Nearctic and Palearctic species, all of whose parasitic stages are usually found on Artiodactyla: Bovidae. There are also records from Mammalia (several orders), Galiformes: Phasianidae, Passeriformes: Alaudidae, Corvidae, Sturnidae and Turdidae, and Squamata: Agamidae and Lacertidae. Rhipicephalus annulatus is a sporadic parasite of humans. 		Rhipicephalus annulatus	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Artiodactyla: Bovidae	Bovidae			Afrotropical, Nearctic and Palearctic	Horus Balogh-Zanin		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF17-FF07-F80161C0CE3E	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
480	literatureRecord	An Afrotropical, Nearctic and Palearctic species, all of whose parasitic stages are usually found on Artiodactyla: Bovidae. There are also records from Mammalia (several orders), Galiformes: Phasianidae, Passeriformes: Alaudidae, Corvidae, Sturnidae and Turdidae, and Squamata: Agamidae and Lacertidae. Rhipicephalus annulatus is a sporadic parasite of humans. 		Rhipicephalus annulatus	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	sporadic parasite of	FALSE		Homo sapiens	Hominidae			Afrotropical, Nearctic and Palearctic	Horus Balogh-Zanin		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF17-FF07-F80161C0CE3E	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
481	literatureRecord	An Afrotropical, Nearctic and Palearctic species, all of whose parasitic stages are usually found on Artiodactyla: Bovidae. There are also records from Mammalia (several orders), Galiformes: Phasianidae, Passeriformes: Alaudidae, Corvidae, Sturnidae and Turdidae, and Squamata: Agamidae and Lacertidae. Rhipicephalus annulatus is a sporadic parasite of humans. 		Rhipicephalus annulatus	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Galliformes: Phasianidae	Phasianidae			Afrotropical, Nearctic and Palearctic	Horus Balogh-Zanin		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF17-FF07-F80161C0CE3E	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
482	literatureRecord	An Afrotropical, Nearctic and Palearctic species, all of whose parasitic stages are usually found on Artiodactyla: Bovidae. There are also records from Mammalia (several orders), Galiformes: Phasianidae, Passeriformes: Alaudidae, Corvidae, Sturnidae and Turdidae, and Squamata: Agamidae and Lacertidae. Rhipicephalus annulatus is a sporadic parasite of humans. 		Rhipicephalus annulatus	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Passeriformes: Alaudidae	Alaudidae			Afrotropical, Nearctic and Palearctic	Horus Balogh-Zanin		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF17-FF07-F80161C0CE3E	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
483	literatureRecord	An Afrotropical, Nearctic and Palearctic species, all of whose parasitic stages are usually found on Artiodactyla: Bovidae. There are also records from Mammalia (several orders), Galiformes: Phasianidae, Passeriformes: Alaudidae, Corvidae, Sturnidae and Turdidae, and Squamata: Agamidae and Lacertidae. Rhipicephalus annulatus is a sporadic parasite of humans. 		Rhipicephalus annulatus	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Passeriformes: Corvidae	Corvidae			Afrotropical, Nearctic and Palearctic	Horus Balogh-Zanin		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF17-FF07-F80161C0CE3E	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
484	literatureRecord	An Afrotropical, Nearctic and Palearctic species, all of whose parasitic stages are usually found on Artiodactyla: Bovidae. There are also records from Mammalia (several orders), Galiformes: Phasianidae, Passeriformes: Alaudidae, Corvidae, Sturnidae and Turdidae, and Squamata: Agamidae and Lacertidae. Rhipicephalus annulatus is a sporadic parasite of humans. 		Rhipicephalus annulatus	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Passeriformes: Sturnidae	Sturnidae			Afrotropical, Nearctic and Palearctic	Horus Balogh-Zanin		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF17-FF07-F80161C0CE3E	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
485	literatureRecord	An Afrotropical, Nearctic and Palearctic species, all of whose parasitic stages are usually found on Artiodactyla: Bovidae. There are also records from Mammalia (several orders), Galiformes: Phasianidae, Passeriformes: Alaudidae, Corvidae, Sturnidae and Turdidae, and Squamata: Agamidae and Lacertidae. Rhipicephalus annulatus is a sporadic parasite of humans. 		Rhipicephalus annulatus	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Passeriformes: Turdidae	Turdidae			Afrotropical, Nearctic and Palearctic	Horus Balogh-Zanin		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF17-FF07-F80161C0CE3E	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
486	literatureRecord	An Afrotropical, Nearctic and Palearctic species, all of whose parasitic stages are usually found on Artiodactyla: Bovidae. There are also records from Mammalia (several orders), Galiformes: Phasianidae, Passeriformes: Alaudidae, Corvidae, Sturnidae and Turdidae, and Squamata: Agamidae and Lacertidae. Rhipicephalus annulatus is a sporadic parasite of humans. 		Rhipicephalus annulatus	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Squamata: Agamidae	Agamidae			Afrotropical, Nearctic and Palearctic	Horus Balogh-Zanin		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF17-FF07-F80161C0CE3E	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
487	literatureRecord	An Afrotropical, Nearctic and Palearctic species, all of whose parasitic stages are usually found on Artiodactyla: Bovidae. There are also records from Mammalia (several orders), Galiformes: Phasianidae, Passeriformes: Alaudidae, Corvidae, Sturnidae and Turdidae, and Squamata: Agamidae and Lacertidae. Rhipicephalus annulatus is a sporadic parasite of humans. 		Rhipicephalus annulatus	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Squamata: Lacertidae	Lacertidae			Afrotropical, Nearctic and Palearctic	Horus Balogh-Zanin		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF17-FF07-F80161C0CE3E	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
488	literatureRecord	An Afrotropical, Nearctic and Palearctic species, all of whose parasitic stages are usually found on Artiodactyla: Bovidae. There are also records from Mammalia (several orders), Galiformes: Phasianidae, Passeriformes: Alaudidae, Corvidae, Sturnidae and Turdidae, and Squamata: Agamidae and Lacertidae. Rhipicephalus annulatus is a sporadic parasite of humans. 		Rhipicephalus annulatus	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Mammalia, several orders				Afrotropical, Nearctic and Palearctic	Horus Balogh-Zanin		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF17-FF07-F80161C0CE3E	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
489	literatureRecord	An Afrotropical species, all of whose parasitic stages are usually found on Artiodactyla: Bovidae, but they have also been collected from Mammalia (several orders), and Galliformes: Numididae and Phasianidae. Adult ticks alone have been recovered from Passeriformes: Laniidae, and Testudines (unknown family), while immature stages have been taken from Aves (several orders). Rhipicephalus appendiculatus is a sporadic parasite of humans.		Rhipicephalus appendiculatus	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	collected from	FALSE		Mammalia (several orders)		Mammals		Afrotropical	Horus Balogh-Zanin				10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
490	literatureRecord	An Afrotropical species, all of whose parasitic stages are usually found on Artiodactyla: Bovidae, but they have also been collected from Mammalia (several orders), and Galliformes: Numididae and Phasianidae. Adult ticks alone have been recovered from Passeriformes: Laniidae, and Testudines (unknown family), while immature stages have been taken from Aves (several orders). Rhipicephalus appendiculatus is a sporadic parasite of humans.		Rhipicephalus appendiculatus	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	collected from	FALSE		Galliformes: Numididae	Numididae			Afrotropical	Horus Balogh-Zanin				10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
491	literatureRecord	An Afrotropical species, all of whose parasitic stages are usually found on Artiodactyla: Bovidae, but they have also been collected from Mammalia (several orders), and Galliformes: Numididae and Phasianidae. Adult ticks alone have been recovered from Passeriformes: Laniidae, and Testudines (unknown family), while immature stages have been taken from Aves (several orders). Rhipicephalus appendiculatus is a sporadic parasite of humans.		Rhipicephalus appendiculatus	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	collected from	FALSE		Galliformes: Phasianidae	Phasianidae			Afrotropical	Horus Balogh-Zanin				10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
492	literatureRecord	An Afrotropical species, all of whose parasitic stages are usually found on Artiodactyla: Bovidae, but they have also been collected from Mammalia (several orders), and Galliformes: Numididae and Phasianidae. Adult ticks alone have been recovered from Passeriformes: Laniidae, and Testudines (unknown family), while immature stages have been taken from Aves (several orders). Rhipicephalus appendiculatus is a sporadic parasite of humans.		Rhipicephalus appendiculatus	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	recovered from	FALSE		Passeriformes: Laniidae	Laniidae			Afrotropical	Horus Balogh-Zanin				10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
493	literatureRecord	An Afrotropical species, all of whose parasitic stages are usually found on Artiodactyla: Bovidae, but they have also been collected from Mammalia (several orders), and Galliformes: Numididae and Phasianidae. Adult ticks alone have been recovered from Passeriformes: Laniidae, and Testudines (unknown family), while immature stages have been taken from Aves (several orders). Rhipicephalus appendiculatus is a sporadic parasite of humans.		Rhipicephalus appendiculatus	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	recovered from	FALSE		Testudines (unknown family)	Unknown			Afrotropical	Horus Balogh-Zanin				10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
494	literatureRecord	An Afrotropical species, all of whose parasitic stages are usually found on Artiodactyla: Bovidae, but they have also been collected from Mammalia (several orders), and Galliformes: Numididae and Phasianidae. Adult ticks alone have been recovered from Passeriformes: Laniidae, and Testudines (unknown family), while immature stages have been taken from Aves (several orders). Rhipicephalus appendiculatus is a sporadic parasite of humans.		Rhipicephalus appendiculatus	Ixodidae			Immature forms only	http://purl.obolibrary.org/obo/RO_0002454	taken from	FALSE		Aves (several orders)		Birds		Afrotropical	 Horus Balogh-Zanin				10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
495	literatureRecord	An Afrotropical species, all of whose parasitic stages are usually found on Artiodactyla: Bovidae, but they have also been collected from Mammalia (several orders), and Galliformes: Numididae and Phasianidae. Adult ticks alone have been recovered from Passeriformes: Laniidae, and Testudines (unknown family), while immature stages have been taken from Aves (several orders). Rhipicephalus appendiculatus is a sporadic parasite of humans.		Rhipicephalus appendiculatus	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	sporadic parasite of	FALSE		Homo sapiens	Hominidae	Human		Afrotropical	Horus Balogh-Zanin				10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
